0	[0.6952434723630521, 0.6967923734131323, 0.696602231647962, 0.6993307931168218, 0.700298783103718, 0.6959794542564606, 0.6951746907105257, 0.7016156140625388, 0.7069119744490758, 0.7029308074693094, 0.724754316084752, 0.7020066446101234, 0.7041145795665789, 0.6212154158144207, 0.6403446494270547, 0.7283916658394411, 0.7288719385596475, 0.7230595984267798, 0.7171966103836176, 0.7164331268505236, 0.7030766021366126, 0.7068828030028422, 0.7077670179504687, 0.7042168485421927, 0.7069463030509405, 0.7076207645849828, 0.7108528246394938, 0.713462358122818, 0.7111886299558008, 0.7080943735808105, 0.7081504042919743, 0.6948265059348517]	[0.6948186183498868, 0.6926961982782683, 0.6930486519645087, 0.6901872313367872, 0.6893444417714067, 0.6937529190859074, 0.69457763821629, 0.6880834470079803, 0.6813751020688383, 0.6749583039096047, 0.65822007729494, 0.5409207770392128, 0.4661464138673718, 0.5388519193067028, 0.5662288832488348, 0.6137641632976458, 0.6475125680455857, 0.6686008619212577, 0.6699555125649789, 0.6814194146171446, 0.6914317823328754, 0.6915825093566884, 0.6849454970346595, 0.6880825933972963, 0.6860533282509165, 0.6848394674482664, 0.6801311212912465, 0.6759871642279875, 0.6799414929201443, 0.6826199734560991, 0.6778955945220858, 0.6937745901400136]	
1	[0.6952434723630521, 0.6967923734131323, 0.696602231647962, 0.6993307931168218, 0.700298783103718, 0.6959794542564606, 0.6951746907105257, 0.7016156140625388, 0.7069119744490758, 0.7029308074693094, 0.724754316084752, 0.7020066446101234, 0.7041145795665789, 0.6212154158144207, 0.6403446494270547, 0.7283916658394411, 0.7288719385596475, 0.7230595984267798, 0.7171966103836176, 0.7164331268505236, 0.7030766021366126, 0.7068828030028422, 0.7077670179504687, 0.7042168485421927, 0.7069463030509405, 0.7076207645849828, 0.7108528246394938, 0.713462358122818, 0.7111886299558008, 0.7080943735808105, 0.7081504042919743, 0.6948265059348517]	[0.6948186183498868, 0.6926961982782683, 0.6930486519645087, 0.6901872313367872, 0.6893444417714067, 0.6937529190859074, 0.69457763821629, 0.6880834470079803, 0.6813751020688383, 0.6749583039096047, 0.65822007729494, 0.5409207770392128, 0.4661464138673718, 0.5388519193067028, 0.5662288832488348, 0.6137641632976458, 0.6475125680455857, 0.6686008619212577, 0.6699555125649789, 0.6814194146171446, 0.6914317823328754, 0.6915825093566884, 0.6849454970346595, 0.6880825933972963, 0.6860533282509165, 0.6848394674482664, 0.6801311212912465, 0.6759871642279875, 0.6799414929201443, 0.6826199734560991, 0.6778955945220858, 0.6937745901400136]	
2	[0.6952434723630521, 0.6967923734131323, 0.696602231647962, 0.6993307931168218, 0.700298783103718, 0.6959794542564606, 0.6951746907105257, 0.7016156140625388, 0.7069119744490758, 0.7029308074693094, 0.724754316084752, 0.7020066446101234, 0.7041145795665789, 0.6212154158144207, 0.6403446494270547, 0.7283916658394411, 0.7288719385596475, 0.7230595984267798, 0.7171966103836176, 0.7164331268505236, 0.7030766021366126, 0.7068828030028422, 0.7077670179504687, 0.7042168485421927, 0.7069463030509405, 0.7076207645849828, 0.7108528246394938, 0.713462358122818, 0.7111886299558008, 0.7080943735808105, 0.7081504042919743, 0.6948265059348517]	[0.6948186183498868, 0.6926961982782683, 0.6930486519645087, 0.6901872313367872, 0.6893444417714067, 0.6937529190859074, 0.69457763821629, 0.6880834470079803, 0.6813751020688383, 0.6749583039096047, 0.65822007729494, 0.5409207770392128, 0.4661464138673718, 0.5388519193067028, 0.5662288832488348, 0.6137641632976458, 0.6475125680455857, 0.6686008619212577, 0.6699555125649789, 0.6814194146171446, 0.6914317823328754, 0.6915825093566884, 0.6849454970346595, 0.6880825933972963, 0.6860533282509165, 0.6848394674482664, 0.6801311212912465, 0.6759871642279875, 0.6799414929201443, 0.6826199734560991, 0.6778955945220858, 0.6937745901400136]	
3	[0.6952434723630521, 0.6967923734131323, 0.696602231647962, 0.6993307931168218, 0.700298783103718, 0.6959794542564606, 0.6951746907105257, 0.7016156140625388, 0.7069119744490758, 0.7029308074693094, 0.724754316084752, 0.7020066446101234, 0.7041145795665789, 0.6212154158144207, 0.6403446494270547, 0.7283916658394411, 0.7288719385596475, 0.7230595984267798, 0.7171966103836176, 0.7164331268505236, 0.7030766021366126, 0.7068828030028422, 0.7077670179504687, 0.7042168485421927, 0.7069463030509405, 0.7076207645849828, 0.7108528246394938, 0.713462358122818, 0.7111886299558008, 0.7080943735808105, 0.7081504042919743, 0.6948265059348517]	[0.6948186183498868, 0.6926961982782683, 0.6930486519645087, 0.6901872313367872, 0.6893444417714067, 0.6937529190859074, 0.69457763821629, 0.6880834470079803, 0.6813751020688383, 0.6749583039096047, 0.65822007729494, 0.5409207770392128, 0.4661464138673718, 0.5388519193067028, 0.5662288832488348, 0.6137641632976458, 0.6475125680455857, 0.6686008619212577, 0.6699555125649789, 0.6814194146171446, 0.6914317823328754, 0.6915825093566884, 0.6849454970346595, 0.6880825933972963, 0.6860533282509165, 0.6848394674482664, 0.6801311212912465, 0.6759871642279875, 0.6799414929201443, 0.6826199734560991, 0.6778955945220858, 0.6937745901400136]	
4	[0.6952434723630521, 0.6967923734131323, 0.696602231647962, 0.6993307931168218, 0.700298783103718, 0.6959794542564606, 0.6951746907105257, 0.7016156140625388, 0.7069119744490758, 0.7029308074693094, 0.724754316084752, 0.7020066446101234, 0.7041145795665789, 0.6212154158144207, 0.6403446494270547, 0.7283916658394411, 0.7288719385596475, 0.7230595984267798, 0.7171966103836176, 0.7164331268505236, 0.7030766021366126, 0.7068828030028422, 0.7077670179504687, 0.7042168485421927, 0.7069463030509405, 0.7076207645849828, 0.7108528246394938, 0.713462358122818, 0.7111886299558008, 0.7080943735808105, 0.7081504042919743, 0.6948265059348517]	[0.6948186183498868, 0.6926961982782683, 0.6930486519645087, 0.6901872313367872, 0.6893444417714067, 0.6937529190859074, 0.69457763821629, 0.6880834470079803, 0.6813751020688383, 0.6749583039096047, 0.65822007729494, 0.5409207770392128, 0.4661464138673718, 0.5388519193067028, 0.5662288832488348, 0.6137641632976458, 0.6475125680455857, 0.6686008619212577, 0.6699555125649789, 0.6814194146171446, 0.6914317823328754, 0.6915825093566884, 0.6849454970346595, 0.6880825933972963, 0.6860533282509165, 0.6848394674482664, 0.6801311212912465, 0.6759871642279875, 0.6799414929201443, 0.6826199734560991, 0.6778955945220858, 0.6937745901400136]	
5	[0.6952434723630521, 0.6967923734131323, 0.696602231647962, 0.6993307931168218, 0.700298783103718, 0.6959794542564606, 0.6951746907105257, 0.7016156140625388, 0.7069119744490758, 0.7029308074693094, 0.724754316084752, 0.7020066446101234, 0.7041145795665789, 0.6212154158144207, 0.6403446494270547, 0.7283916658394411, 0.7288719385596475, 0.7230595984267798, 0.7171966103836176, 0.7164331268505236, 0.7030766021366126, 0.7068828030028422, 0.7077670179504687, 0.7042168485421927, 0.7069463030509405, 0.7076207645849828, 0.7108528246394938, 0.713462358122818, 0.7111886299558008, 0.7080943735808105, 0.7081504042919743, 0.6948265059348517]	[0.6948186183498868, 0.6926961982782683, 0.6930486519645087, 0.6901872313367872, 0.6893444417714067, 0.6937529190859074, 0.69457763821629, 0.6880834470079803, 0.6813751020688383, 0.6749583039096047, 0.65822007729494, 0.5409207770392128, 0.4661464138673718, 0.5388519193067028, 0.5662288832488348, 0.6137641632976458, 0.6475125680455857, 0.6686008619212577, 0.6699555125649789, 0.6814194146171446, 0.6914317823328754, 0.6915825093566884, 0.6849454970346595, 0.6880825933972963, 0.6860533282509165, 0.6848394674482664, 0.6801311212912465, 0.6759871642279875, 0.6799414929201443, 0.6826199734560991, 0.6778955945220858, 0.6937745901400136]	
6	[0.6952434723630521, 0.6967923734131323, 0.696602231647962, 0.6993307931168218, 0.700298783103718, 0.6959794542564606, 0.6951746907105257, 0.7016156140625388, 0.7069119744490758, 0.7029308074693094, 0.724754316084752, 0.7020066446101234, 0.7041145795665789, 0.6212154158144207, 0.6403446494270547, 0.7283916658394411, 0.7288719385596475, 0.7230595984267798, 0.7171966103836176, 0.7164331268505236, 0.7030766021366126, 0.7068828030028422, 0.7077670179504687, 0.7042168485421927, 0.7069463030509405, 0.7076207645849828, 0.7108528246394938, 0.713462358122818, 0.7111886299558008, 0.7080943735808105, 0.7081504042919743, 0.6948265059348517]	[0.6948186183498868, 0.6926961982782683, 0.6930486519645087, 0.6901872313367872, 0.6893444417714067, 0.6937529190859074, 0.69457763821629, 0.6880834470079803, 0.6813751020688383, 0.6749583039096047, 0.65822007729494, 0.5409207770392128, 0.4661464138673718, 0.5388519193067028, 0.5662288832488348, 0.6137641632976458, 0.6475125680455857, 0.6686008619212577, 0.6699555125649789, 0.6814194146171446, 0.6914317823328754, 0.6915825093566884, 0.6849454970346595, 0.6880825933972963, 0.6860533282509165, 0.6848394674482664, 0.6801311212912465, 0.6759871642279875, 0.6799414929201443, 0.6826199734560991, 0.6778955945220858, 0.6937745901400136]	
7	[0.6952434723630521, 0.6967923734131323, 0.696602231647962, 0.6993307931168218, 0.700298783103718, 0.6959794542564606, 0.6951746907105257, 0.7016156140625388, 0.7069119744490758, 0.7029308074693094, 0.724754316084752, 0.7020066446101234, 0.7041145795665789, 0.6212154158144207, 0.6403446494270547, 0.7283916658394411, 0.7288719385596475, 0.7230595984267798, 0.7171966103836176, 0.7164331268505236, 0.7030766021366126, 0.7068828030028422, 0.7077670179504687, 0.7042168485421927, 0.7069463030509405, 0.7076207645849828, 0.7108528246394938, 0.713462358122818, 0.7111886299558008, 0.7080943735808105, 0.7081504042919743, 0.6948265059348517]	[0.6948186183498868, 0.6926961982782683, 0.6930486519645087, 0.6901872313367872, 0.6893444417714067, 0.6937529190859074, 0.69457763821629, 0.6880834470079803, 0.6813751020688383, 0.6749583039096047, 0.65822007729494, 0.5409207770392128, 0.4661464138673718, 0.5388519193067028, 0.5662288832488348, 0.6137641632976458, 0.6475125680455857, 0.6686008619212577, 0.6699555125649789, 0.6814194146171446, 0.6914317823328754, 0.6915825093566884, 0.6849454970346595, 0.6880825933972963, 0.6860533282509165, 0.6848394674482664, 0.6801311212912465, 0.6759871642279875, 0.6799414929201443, 0.6826199734560991, 0.6778955945220858, 0.6937745901400136]	
8	[0.6952434723630521, 0.6967923734131323, 0.696602231647962, 0.6993307931168218, 0.700298783103718, 0.6959794542564606, 0.6951746907105257, 0.7016156140625388, 0.7069119744490758, 0.7029308074693094, 0.724754316084752, 0.7020066446101234, 0.7041145795665789, 0.6212154158144207, 0.6403446494270547, 0.7283916658394411, 0.7288719385596475, 0.7230595984267798, 0.7171966103836176, 0.7164331268505236, 0.7030766021366126, 0.7068828030028422, 0.7077670179504687, 0.7042168485421927, 0.7069463030509405, 0.7076207645849828, 0.7108528246394938, 0.713462358122818, 0.7111886299558008, 0.7080943735808105, 0.7081504042919743, 0.6948265059348517]	[0.6948186183498868, 0.6926961982782683, 0.6930486519645087, 0.6901872313367872, 0.6893444417714067, 0.6937529190859074, 0.69457763821629, 0.6880834470079803, 0.6813751020688383, 0.6749583039096047, 0.65822007729494, 0.5409207770392128, 0.4661464138673718, 0.5388519193067028, 0.5662288832488348, 0.6137641632976458, 0.6475125680455857, 0.6686008619212577, 0.6699555125649789, 0.6814194146171446, 0.6914317823328754, 0.6915825093566884, 0.6849454970346595, 0.6880825933972963, 0.6860533282509165, 0.6848394674482664, 0.6801311212912465, 0.6759871642279875, 0.6799414929201443, 0.6826199734560991, 0.6778955945220858, 0.6937745901400136]	
9	[0.6952434723630521, 0.6967923734131323, 0.696602231647962, 0.6993307931168218, 0.700298783103718, 0.6959794542564606, 0.6951746907105257, 0.7016156140625388, 0.7069119744490758, 0.7029308074693094, 0.724754316084752, 0.7020066446101234, 0.7041145795665789, 0.6212154158144207, 0.6403446494270547, 0.7283916658394411, 0.7288719385596475, 0.7230595984267798, 0.7171966103836176, 0.7164331268505236, 0.7030766021366126, 0.7068828030028422, 0.7077670179504687, 0.7042168485421927, 0.7069463030509405, 0.7076207645849828, 0.7108528246394938, 0.713462358122818, 0.7111886299558008, 0.7080943735808105, 0.7081504042919743, 0.6948265059348517]	[0.6948186183498868, 0.6926961982782683, 0.6930486519645087, 0.6901872313367872, 0.6893444417714067, 0.6937529190859074, 0.69457763821629, 0.6880834470079803, 0.6813751020688383, 0.6749583039096047, 0.65822007729494, 0.5409207770392128, 0.4661464138673718, 0.5388519193067028, 0.5662288832488348, 0.6137641632976458, 0.6475125680455857, 0.6686008619212577, 0.6699555125649789, 0.6814194146171446, 0.6914317823328754, 0.6915825093566884, 0.6849454970346595, 0.6880825933972963, 0.6860533282509165, 0.6848394674482664, 0.6801311212912465, 0.6759871642279875, 0.6799414929201443, 0.6826199734560991, 0.6778955945220858, 0.6937745901400136]	
